PromptId,Order,Role,Agent,Phase,Slice,Title,File,RequiresEvidence,RequiresJudge,GateLevel,DependsOn,ExpectedEvidence,ExpectedJudge,RequiredInputs,RequiredOutputs,Status,Note,UpdatedAt,Attempt
M6-P1005,81,BOUNDARY_ADVERSARY,m6-boundary-adversary,SLICE_M6.2A,M6.2A,M6_2A_BOUNDARY_ADVERSARY,00-spec/prompts/0081_M6-P1005_M6_2A_BOUNDARY_ADVERSARY.xml.md,true,false,EVIDENCE_GATE,M6-P1004,04-artifacts/evidence/prompts/M6-P1005.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2A.md;04-artifacts/test-reports/M6.2A/SMOKE_RESULTS.md;04-artifacts/evidence/prompts/M6-P1004.json,04-artifacts/evidence/prompts/M6-P1005.json;04-artifacts/boundary-reports/M6.2A_boundary.md,TODO,,2026-09-07T22:39:39,0
M6-P1006,82,SECURITY_PII,m6-security-pii,SLICE_M6.2A,M6.2A,M6_2A_SECURITY_REVIEW,00-spec/prompts/0082_M6-P1006_M6_2A_SECURITY_REVIEW.xml.md,true,false,EVIDENCE_GATE,M6-P1005,04-artifacts/evidence/prompts/M6-P1006.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2A.md;04-artifacts/boundary-reports/M6.2A_boundary.md;04-artifacts/evidence/prompts/M6-P1005.json,04-artifacts/evidence/prompts/M6-P1006.json;04-artifacts/security-reports/M6.2A_security.md,TODO,,2026-09-07T22:39:39,0
M6-P1007,83,PM_ORCHESTRATOR,m6-pm-orchestrator,SLICE_M6.2A,M6.2A,M6_2A_EVIDENCE_COLLECT,00-spec/prompts/0083_M6-P1007_M6_2A_EVIDENCE_COLLECT.xml.md,true,false,EVIDENCE_GATE,M6-P1006,04-artifacts/evidence/prompts/M6-P1007.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2A.md;04-artifacts/evidence/prompts/M6-P1000.json;04-artifacts/evidence/prompts/M6-P1001.json;04-artifacts/evidence/prompts/M6-P1002.json;04-artifacts/evidence/prompts/M6-P1003.json;04-artifacts/evidence/prompts/M6-P1004.json;04-artifacts/evidence/prompts/M6-P1005.json;04-artifacts/evidence/prompts/M6-P1006.json,04-artifacts/evidence/prompts/M6-P1007.json;04-artifacts/evidence/prompts/M6_2A_EVIDENCE_INDEX.md,TODO,,2026-09-07T22:39:39,0
M6-P1008,84,ANALYST_ARCHITECT,m6-analyst-architect,SLICE_M6.2A,M6.2A,M6_2A_DOCS,00-spec/prompts/0084_M6-P1008_M6_2A_DOCS.xml.md,true,false,EVIDENCE_GATE,M6-P1007,04-artifacts/evidence/prompts/M6-P1008.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2A.md;04-artifacts/evidence/prompts/M6-P1007.json,04-artifacts/evidence/prompts/M6-P1008.json;04-artifacts/analysis/slices/M6_2A_RUNBOOK.md,TODO,,2026-09-07T22:39:39,0
M6-P1009,85,JUDGE,m6-judge,SLICE_M6.2A,M6.2A,M6_2A_SLICE_GATE_JUDGE,00-spec/prompts/0085_M6-P1009_M6_2A_SLICE_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1008,04-artifacts/evidence/prompts/M6-P1009.json,04-artifacts/evidence/judge/M6-P1009_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2A.md;04-artifacts/evidence/prompts/M6-P1000.json;04-artifacts/evidence/prompts/M6-P1001.json;04-artifacts/evidence/prompts/M6-P1002.json;04-artifacts/evidence/prompts/M6-P1003.json;04-artifacts/evidence/prompts/M6-P1004.json;04-artifacts/evidence/prompts/M6-P1005.json;04-artifacts/evidence/prompts/M6-P1006.json;04-artifacts/evidence/prompts/M6-P1007.json;04-artifacts/evidence/prompts/M6-P1008.json,04-artifacts/evidence/prompts/M6-P1009.json;04-artifacts/evidence/judge/M6-P1009_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1100,86,JUDGE,m6-judge,SLICE_M6.2B,M6.2B,M6_2B_ENTRY_GATE_JUDGE,00-spec/prompts/0086_M6-P1100_M6_2B_ENTRY_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1009,04-artifacts/evidence/prompts/M6-P1100.json,04-artifacts/evidence/judge/M6-P1100_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2B.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/registers/ENTRY_EVIDENCE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1009.json,04-artifacts/evidence/prompts/M6-P1100.json;04-artifacts/evidence/judge/M6-P1100_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1101,87,CODER,m6-coder,SLICE_M6.2B,M6.2B,M6_2B_CODER_PLAN,00-spec/prompts/0087_M6-P1101_M6_2B_CODER_PLAN.xml.md,true,false,EVIDENCE_GATE,M6-P1100,04-artifacts/evidence/prompts/M6-P1101.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2B.md;04-artifacts/analysis/design/ARCH_BASELINE.md;04-artifacts/evidence/prompts/M6-P1100.json,04-artifacts/evidence/prompts/M6-P1101.json;04-artifacts/impl/M6.2B/PLAN.md,TODO,,2026-09-07T22:39:39,0
M6-P1102,88,CODER,m6-coder,SLICE_M6.2B,M6.2B,M6_2B_CODER_IMPLEMENT,00-spec/prompts/0088_M6-P1102_M6_2B_CODER_IMPLEMENT.xml.md,true,false,EVIDENCE_GATE,M6-P1101,04-artifacts/evidence/prompts/M6-P1102.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2B.md;04-artifacts/impl/M6.2B/PLAN.md;04-artifacts/evidence/prompts/M6-P1101.json,04-artifacts/evidence/prompts/M6-P1102.json;04-artifacts/impl/M6.2B/IMPLEMENTATION_NOTES.md,TODO,,2026-09-07T22:39:39,0
M6-P1103,89,TESTER,m6-tester,SLICE_M6.2B,M6.2B,M6_2B_TESTER_BUILD,00-spec/prompts/0089_M6-P1103_M6_2B_TESTER_BUILD.xml.md,true,false,EVIDENCE_GATE,M6-P1102,04-artifacts/evidence/prompts/M6-P1103.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2B.md;00-spec/registers/SMOKE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1102.json,04-artifacts/evidence/prompts/M6-P1103.json;04-artifacts/impl/M6.2B/tests/TEST_MANIFEST.md,TODO,,2026-09-07T22:39:39,0
M6-P1104,90,TESTER,m6-tester,SLICE_M6.2B,M6.2B,M6_2B_TESTER_RUN,00-spec/prompts/0090_M6-P1104_M6_2B_TESTER_RUN.xml.md,true,false,EVIDENCE_GATE,M6-P1103,04-artifacts/evidence/prompts/M6-P1104.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;04-artifacts/impl/M6.2B/tests/TEST_MANIFEST.md;04-artifacts/evidence/prompts/M6-P1103.json,04-artifacts/evidence/prompts/M6-P1104.json;04-artifacts/test-reports/M6.2B/SMOKE_RESULTS.md,TODO,,2026-09-07T22:39:39,0
M6-P1105,91,BOUNDARY_ADVERSARY,m6-boundary-adversary,SLICE_M6.2B,M6.2B,M6_2B_BOUNDARY_ADVERSARY,00-spec/prompts/0091_M6-P1105_M6_2B_BOUNDARY_ADVERSARY.xml.md,true,false,EVIDENCE_GATE,M6-P1104,04-artifacts/evidence/prompts/M6-P1105.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2B.md;04-artifacts/test-reports/M6.2B/SMOKE_RESULTS.md;04-artifacts/evidence/prompts/M6-P1104.json,04-artifacts/evidence/prompts/M6-P1105.json;04-artifacts/boundary-reports/M6.2B_boundary.md,TODO,,2026-09-07T22:39:39,0
M6-P1106,92,SECURITY_PII,m6-security-pii,SLICE_M6.2B,M6.2B,M6_2B_SECURITY_REVIEW,00-spec/prompts/0092_M6-P1106_M6_2B_SECURITY_REVIEW.xml.md,true,false,EVIDENCE_GATE,M6-P1105,04-artifacts/evidence/prompts/M6-P1106.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2B.md;04-artifacts/boundary-reports/M6.2B_boundary.md;04-artifacts/evidence/prompts/M6-P1105.json,04-artifacts/evidence/prompts/M6-P1106.json;04-artifacts/security-reports/M6.2B_security.md,TODO,,2026-09-07T22:39:39,0
M6-P1107,93,PM_ORCHESTRATOR,m6-pm-orchestrator,SLICE_M6.2B,M6.2B,M6_2B_EVIDENCE_COLLECT,00-spec/prompts/0093_M6-P1107_M6_2B_EVIDENCE_COLLECT.xml.md,true,false,EVIDENCE_GATE,M6-P1106,04-artifacts/evidence/prompts/M6-P1107.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2B.md;04-artifacts/evidence/prompts/M6-P1100.json;04-artifacts/evidence/prompts/M6-P1101.json;04-artifacts/evidence/prompts/M6-P1102.json;04-artifacts/evidence/prompts/M6-P1103.json;04-artifacts/evidence/prompts/M6-P1104.json;04-artifacts/evidence/prompts/M6-P1105.json;04-artifacts/evidence/prompts/M6-P1106.json,04-artifacts/evidence/prompts/M6-P1107.json;04-artifacts/evidence/prompts/M6_2B_EVIDENCE_INDEX.md,TODO,,2026-09-07T22:39:39,0
M6-P1108,94,ANALYST_ARCHITECT,m6-analyst-architect,SLICE_M6.2B,M6.2B,M6_2B_DOCS,00-spec/prompts/0094_M6-P1108_M6_2B_DOCS.xml.md,true,false,EVIDENCE_GATE,M6-P1107,04-artifacts/evidence/prompts/M6-P1108.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2B.md;04-artifacts/evidence/prompts/M6-P1107.json,04-artifacts/evidence/prompts/M6-P1108.json;04-artifacts/analysis/slices/M6_2B_RUNBOOK.md,TODO,,2026-09-07T22:39:39,0
M6-P1109,95,JUDGE,m6-judge,SLICE_M6.2B,M6.2B,M6_2B_SLICE_GATE_JUDGE,00-spec/prompts/0095_M6-P1109_M6_2B_SLICE_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1108,04-artifacts/evidence/prompts/M6-P1109.json,04-artifacts/evidence/judge/M6-P1109_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2B.md;04-artifacts/evidence/prompts/M6-P1100.json;04-artifacts/evidence/prompts/M6-P1101.json;04-artifacts/evidence/prompts/M6-P1102.json;04-artifacts/evidence/prompts/M6-P1103.json;04-artifacts/evidence/prompts/M6-P1104.json;04-artifacts/evidence/prompts/M6-P1105.json;04-artifacts/evidence/prompts/M6-P1106.json;04-artifacts/evidence/prompts/M6-P1107.json;04-artifacts/evidence/prompts/M6-P1108.json,04-artifacts/evidence/prompts/M6-P1109.json;04-artifacts/evidence/judge/M6-P1109_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1200,96,JUDGE,m6-judge,SLICE_M6.2C,M6.2C,M6_2C_ENTRY_GATE_JUDGE,00-spec/prompts/0096_M6-P1200_M6_2C_ENTRY_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1109,04-artifacts/evidence/prompts/M6-P1200.json,04-artifacts/evidence/judge/M6-P1200_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2C.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/registers/ENTRY_EVIDENCE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1109.json,04-artifacts/evidence/prompts/M6-P1200.json;04-artifacts/evidence/judge/M6-P1200_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1201,97,CODER,m6-coder,SLICE_M6.2C,M6.2C,M6_2C_CODER_PLAN,00-spec/prompts/0097_M6-P1201_M6_2C_CODER_PLAN.xml.md,true,false,EVIDENCE_GATE,M6-P1200,04-artifacts/evidence/prompts/M6-P1201.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2C.md;04-artifacts/analysis/design/ARCH_BASELINE.md;04-artifacts/evidence/prompts/M6-P1200.json,04-artifacts/evidence/prompts/M6-P1201.json;04-artifacts/impl/M6.2C/PLAN.md,TODO,,2026-09-07T22:39:39,0
M6-P1202,98,CODER,m6-coder,SLICE_M6.2C,M6.2C,M6_2C_CODER_IMPLEMENT,00-spec/prompts/0098_M6-P1202_M6_2C_CODER_IMPLEMENT.xml.md,true,false,EVIDENCE_GATE,M6-P1201,04-artifacts/evidence/prompts/M6-P1202.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2C.md;04-artifacts/impl/M6.2C/PLAN.md;04-artifacts/evidence/prompts/M6-P1201.json,04-artifacts/evidence/prompts/M6-P1202.json;04-artifacts/impl/M6.2C/IMPLEMENTATION_NOTES.md,TODO,,2026-09-07T22:39:39,0
M6-P1203,99,TESTER,m6-tester,SLICE_M6.2C,M6.2C,M6_2C_TESTER_BUILD,00-spec/prompts/0099_M6-P1203_M6_2C_TESTER_BUILD.xml.md,true,false,EVIDENCE_GATE,M6-P1202,04-artifacts/evidence/prompts/M6-P1203.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2C.md;00-spec/registers/SMOKE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1202.json,04-artifacts/evidence/prompts/M6-P1203.json;04-artifacts/impl/M6.2C/tests/TEST_MANIFEST.md,TODO,,2026-09-07T22:39:39,0
M6-P1204,100,TESTER,m6-tester,SLICE_M6.2C,M6.2C,M6_2C_TESTER_RUN,00-spec/prompts/0100_M6-P1204_M6_2C_TESTER_RUN.xml.md,true,false,EVIDENCE_GATE,M6-P1203,04-artifacts/evidence/prompts/M6-P1204.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;04-artifacts/impl/M6.2C/tests/TEST_MANIFEST.md;04-artifacts/evidence/prompts/M6-P1203.json,04-artifacts/evidence/prompts/M6-P1204.json;04-artifacts/test-reports/M6.2C/SMOKE_RESULTS.md,TODO,,2026-09-07T22:39:39,0
M6-P1205,101,BOUNDARY_ADVERSARY,m6-boundary-adversary,SLICE_M6.2C,M6.2C,M6_2C_BOUNDARY_ADVERSARY,00-spec/prompts/0101_M6-P1205_M6_2C_BOUNDARY_ADVERSARY.xml.md,true,false,EVIDENCE_GATE,M6-P1204,04-artifacts/evidence/prompts/M6-P1205.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2C.md;04-artifacts/test-reports/M6.2C/SMOKE_RESULTS.md;04-artifacts/evidence/prompts/M6-P1204.json,04-artifacts/evidence/prompts/M6-P1205.json;04-artifacts/boundary-reports/M6.2C_boundary.md,TODO,,2026-09-07T22:39:39,0
M6-P1206,102,SECURITY_PII,m6-security-pii,SLICE_M6.2C,M6.2C,M6_2C_SECURITY_REVIEW,00-spec/prompts/0102_M6-P1206_M6_2C_SECURITY_REVIEW.xml.md,true,false,EVIDENCE_GATE,M6-P1205,04-artifacts/evidence/prompts/M6-P1206.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2C.md;04-artifacts/boundary-reports/M6.2C_boundary.md;04-artifacts/evidence/prompts/M6-P1205.json,04-artifacts/evidence/prompts/M6-P1206.json;04-artifacts/security-reports/M6.2C_security.md,TODO,,2026-09-07T22:39:39,0
M6-P1207,103,PM_ORCHESTRATOR,m6-pm-orchestrator,SLICE_M6.2C,M6.2C,M6_2C_EVIDENCE_COLLECT,00-spec/prompts/0103_M6-P1207_M6_2C_EVIDENCE_COLLECT.xml.md,true,false,EVIDENCE_GATE,M6-P1206,04-artifacts/evidence/prompts/M6-P1207.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2C.md;04-artifacts/evidence/prompts/M6-P1200.json;04-artifacts/evidence/prompts/M6-P1201.json;04-artifacts/evidence/prompts/M6-P1202.json;04-artifacts/evidence/prompts/M6-P1203.json;04-artifacts/evidence/prompts/M6-P1204.json;04-artifacts/evidence/prompts/M6-P1205.json;04-artifacts/evidence/prompts/M6-P1206.json,04-artifacts/evidence/prompts/M6-P1207.json;04-artifacts/evidence/prompts/M6_2C_EVIDENCE_INDEX.md,TODO,,2026-09-07T22:39:39,0
M6-P1208,104,ANALYST_ARCHITECT,m6-analyst-architect,SLICE_M6.2C,M6.2C,M6_2C_DOCS,00-spec/prompts/0104_M6-P1208_M6_2C_DOCS.xml.md,true,false,EVIDENCE_GATE,M6-P1207,04-artifacts/evidence/prompts/M6-P1208.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2C.md;04-artifacts/evidence/prompts/M6-P1207.json,04-artifacts/evidence/prompts/M6-P1208.json;04-artifacts/analysis/slices/M6_2C_RUNBOOK.md,TODO,,2026-09-07T22:39:39,0
M6-P1209,105,JUDGE,m6-judge,SLICE_M6.2C,M6.2C,M6_2C_SLICE_GATE_JUDGE,00-spec/prompts/0105_M6-P1209_M6_2C_SLICE_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1208,04-artifacts/evidence/prompts/M6-P1209.json,04-artifacts/evidence/judge/M6-P1209_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2C.md;04-artifacts/evidence/prompts/M6-P1200.json;04-artifacts/evidence/prompts/M6-P1201.json;04-artifacts/evidence/prompts/M6-P1202.json;04-artifacts/evidence/prompts/M6-P1203.json;04-artifacts/evidence/prompts/M6-P1204.json;04-artifacts/evidence/prompts/M6-P1205.json;04-artifacts/evidence/prompts/M6-P1206.json;04-artifacts/evidence/prompts/M6-P1207.json;04-artifacts/evidence/prompts/M6-P1208.json,04-artifacts/evidence/prompts/M6-P1209.json;04-artifacts/evidence/judge/M6-P1209_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1300,106,JUDGE,m6-judge,SLICE_M6.2D,M6.2D,M6_2D_ENTRY_GATE_JUDGE,00-spec/prompts/0106_M6-P1300_M6_2D_ENTRY_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1209,04-artifacts/evidence/prompts/M6-P1300.json,04-artifacts/evidence/judge/M6-P1300_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2D.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/registers/ENTRY_EVIDENCE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1209.json,04-artifacts/evidence/prompts/M6-P1300.json;04-artifacts/evidence/judge/M6-P1300_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1301,107,CODER,m6-coder,SLICE_M6.2D,M6.2D,M6_2D_CODER_PLAN,00-spec/prompts/0107_M6-P1301_M6_2D_CODER_PLAN.xml.md,true,false,EVIDENCE_GATE,M6-P1300,04-artifacts/evidence/prompts/M6-P1301.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2D.md;04-artifacts/analysis/design/ARCH_BASELINE.md;04-artifacts/evidence/prompts/M6-P1300.json,04-artifacts/evidence/prompts/M6-P1301.json;04-artifacts/impl/M6.2D/PLAN.md,TODO,,2026-09-07T22:39:39,0
M6-P1302,108,CODER,m6-coder,SLICE_M6.2D,M6.2D,M6_2D_CODER_IMPLEMENT,00-spec/prompts/0108_M6-P1302_M6_2D_CODER_IMPLEMENT.xml.md,true,false,EVIDENCE_GATE,M6-P1301,04-artifacts/evidence/prompts/M6-P1302.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2D.md;04-artifacts/impl/M6.2D/PLAN.md;04-artifacts/evidence/prompts/M6-P1301.json,04-artifacts/evidence/prompts/M6-P1302.json;04-artifacts/impl/M6.2D/IMPLEMENTATION_NOTES.md,TODO,,2026-09-07T22:39:39,0
M6-P1303,109,TESTER,m6-tester,SLICE_M6.2D,M6.2D,M6_2D_TESTER_BUILD,00-spec/prompts/0109_M6-P1303_M6_2D_TESTER_BUILD.xml.md,true,false,EVIDENCE_GATE,M6-P1302,04-artifacts/evidence/prompts/M6-P1303.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2D.md;00-spec/registers/SMOKE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1302.json,04-artifacts/evidence/prompts/M6-P1303.json;04-artifacts/impl/M6.2D/tests/TEST_MANIFEST.md,TODO,,2026-09-07T22:39:39,0
M6-P1304,110,TESTER,m6-tester,SLICE_M6.2D,M6.2D,M6_2D_TESTER_RUN,00-spec/prompts/0110_M6-P1304_M6_2D_TESTER_RUN.xml.md,true,false,EVIDENCE_GATE,M6-P1303,04-artifacts/evidence/prompts/M6-P1304.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;04-artifacts/impl/M6.2D/tests/TEST_MANIFEST.md;04-artifacts/evidence/prompts/M6-P1303.json,04-artifacts/evidence/prompts/M6-P1304.json;04-artifacts/test-reports/M6.2D/SMOKE_RESULTS.md,TODO,,2026-09-07T22:39:39,0
M6-P1305,111,BOUNDARY_ADVERSARY,m6-boundary-adversary,SLICE_M6.2D,M6.2D,M6_2D_BOUNDARY_ADVERSARY,00-spec/prompts/0111_M6-P1305_M6_2D_BOUNDARY_ADVERSARY.xml.md,true,false,EVIDENCE_GATE,M6-P1304,04-artifacts/evidence/prompts/M6-P1305.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2D.md;04-artifacts/test-reports/M6.2D/SMOKE_RESULTS.md;04-artifacts/evidence/prompts/M6-P1304.json,04-artifacts/evidence/prompts/M6-P1305.json;04-artifacts/boundary-reports/M6.2D_boundary.md,TODO,,2026-09-07T22:39:39,0
M6-P1306,112,SECURITY_PII,m6-security-pii,SLICE_M6.2D,M6.2D,M6_2D_SECURITY_REVIEW,00-spec/prompts/0112_M6-P1306_M6_2D_SECURITY_REVIEW.xml.md,true,false,EVIDENCE_GATE,M6-P1305,04-artifacts/evidence/prompts/M6-P1306.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2D.md;04-artifacts/boundary-reports/M6.2D_boundary.md;04-artifacts/evidence/prompts/M6-P1305.json,04-artifacts/evidence/prompts/M6-P1306.json;04-artifacts/security-reports/M6.2D_security.md,TODO,,2026-09-07T22:39:39,0
M6-P1307,113,PM_ORCHESTRATOR,m6-pm-orchestrator,SLICE_M6.2D,M6.2D,M6_2D_EVIDENCE_COLLECT,00-spec/prompts/0113_M6-P1307_M6_2D_EVIDENCE_COLLECT.xml.md,true,false,EVIDENCE_GATE,M6-P1306,04-artifacts/evidence/prompts/M6-P1307.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2D.md;04-artifacts/evidence/prompts/M6-P1300.json;04-artifacts/evidence/prompts/M6-P1301.json;04-artifacts/evidence/prompts/M6-P1302.json;04-artifacts/evidence/prompts/M6-P1303.json;04-artifacts/evidence/prompts/M6-P1304.json;04-artifacts/evidence/prompts/M6-P1305.json;04-artifacts/evidence/prompts/M6-P1306.json,04-artifacts/evidence/prompts/M6-P1307.json;04-artifacts/evidence/prompts/M6_2D_EVIDENCE_INDEX.md,TODO,,2026-09-07T22:39:39,0
M6-P1308,114,ANALYST_ARCHITECT,m6-analyst-architect,SLICE_M6.2D,M6.2D,M6_2D_DOCS,00-spec/prompts/0114_M6-P1308_M6_2D_DOCS.xml.md,true,false,EVIDENCE_GATE,M6-P1307,04-artifacts/evidence/prompts/M6-P1308.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2D.md;04-artifacts/evidence/prompts/M6-P1307.json,04-artifacts/evidence/prompts/M6-P1308.json;04-artifacts/analysis/slices/M6_2D_RUNBOOK.md,TODO,,2026-09-07T22:39:39,0
M6-P1309,115,JUDGE,m6-judge,SLICE_M6.2D,M6.2D,M6_2D_SLICE_GATE_JUDGE,00-spec/prompts/0115_M6-P1309_M6_2D_SLICE_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1308,04-artifacts/evidence/prompts/M6-P1309.json,04-artifacts/evidence/judge/M6-P1309_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/slices/M6.2D.md;04-artifacts/evidence/prompts/M6-P1300.json;04-artifacts/evidence/prompts/M6-P1301.json;04-artifacts/evidence/prompts/M6-P1302.json;04-artifacts/evidence/prompts/M6-P1303.json;04-artifacts/evidence/prompts/M6-P1304.json;04-artifacts/evidence/prompts/M6-P1305.json;04-artifacts/evidence/prompts/M6-P1306.json;04-artifacts/evidence/prompts/M6-P1307.json;04-artifacts/evidence/prompts/M6-P1308.json,04-artifacts/evidence/prompts/M6-P1309.json;04-artifacts/evidence/judge/M6-P1309_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1400,116,JUDGE,m6-judge,SLICE_M6.2E,M6.2E,M6_2E_ENTRY_GATE_JUDGE,00-spec/prompts/0116_M6-P1400_M6_2E_ENTRY_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P1309,04-artifacts/evidence/prompts/M6-P1400.json,04-artifacts/evidence/judge/M6-P1400_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2E.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/registers/ENTRY_EVIDENCE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1309.json,04-artifacts/evidence/prompts/M6-P1400.json;04-artifacts/evidence/judge/M6-P1400_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1401,117,CODER,m6-coder,SLICE_M6.2E,M6.2E,M6_2E_CODER_PLAN,00-spec/prompts/0117_M6-P1401_M6_2E_CODER_PLAN.xml.md,true,false,EVIDENCE_GATE,M6-P1400,04-artifacts/evidence/prompts/M6-P1401.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2E.md;04-artifacts/analysis/design/ARCH_BASELINE.md;04-artifacts/evidence/prompts/M6-P1400.json,04-artifacts/evidence/prompts/M6-P1401.json;04-artifacts/impl/M6.2E/PLAN.md,TODO,,2026-09-07T22:39:39,0
